"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"Deshaun Watson","HST","1","29","25","18","0","75","234","0","8.71","3","0","0","0","3","","","","","","4","-1","0","0","0","","","","","","","0","0","21.3","0.73"
"Patrick Mahomes","KC","1","31","29","15","5","76.9","175","0","8.65","1","0","0","0","1","","","","","","3","25","1","0","0","","","","","","","0","0","19.5","0.63"
"Mitchell Trubisky","CHI","1","42","38","29","1","78.9","338","1","8.82","3","0","0","1","1","","","","","","4","4","0","0","0","","","","","","","0","0","24.9","0.59"
"Dak Prescott","DAL","1","56","49","32","2","70.8","355","1","8.25","2","0","0","1","4","","","","","","4","25","0","0","2","","","","","","","1","1","23.7","0.42"
"Jacoby Brissett","IND","1","43","40","25","1","70.3","319","1","8.68","1","0","0","2","3","","","","","","1","-1","0","0","0","","","","","","","0","0","14.7","0.34"
"Carson Wentz","PHI","1","48","46","28","1","65.9","310","1","11.14","3","0","0","1","2","","","","","","0","0","0","0","1","","","","","","","1","1","23.4","0.49"
"Jared Goff","LA","1","44","43","32","1","91.7","424","1","4.75","2","0","0","0","1","","","","","","0","0","0","0","0","","","","","","","0","0","25","0.57"
"Jameis Winston","TB","1","39","33","21","0","67.7","268","0","10.55","0","0","0","0","4","","","","","","6","20","0","0","1","","","","","","","0","0","12.7","0.33"
"Garrett Gilbert","CLV","1","2","2","0","1","100","0","0","14","0","0","0","0","0","","","","","","0","0","0","0","0","","","","","","","0","0","0","0"
"Jimmy Garoppolo","SF","1","26","21","15","1","80","165","0","7.65","1","0","0","0","2","","","","","","3","5","0","0","1","","","","","","","0","0","11.1","0.43"
"Derek Carr","OAK","1","34","30","20","0","80","222","0","7.32","1","0","0","2","2","","","","","","3","7","0","0","1","","","","","","","0","0","11.6","0.34"
"Blake Bortles","LA","1","2","2","1","0","100","3","0","-4","0","0","0","0","0","","","","","","1","-10","0","0","0","","","","","","","0","0","-0.9","-0.45"
"Kirk Cousins","MIN","1","38","38","22","4","78.8","276","0","7.97","2","1","1","1","0","","","","","","0","0","0","0","0","","","","","","","0","0","18","0.47"
"Nick Foles","JAX","1","17","14","7","1","66.7","93","0","8.5","0","0","0","1","3","","","","","","1","3","0","0","2","","","","","","","0","0","3","0.18"
"Russell Wilson","SEA","1","36","31","21","0","67.7","240","0","8.81","2","1","1","1","2","","","","","","4","13","0","0","0","","","","","","","0","0","17.9","0.5"
"Ryan Tannehill","TEN","1","29","22","17","2","90.5","182","0","7.52","2","1","0","0","6","","","","","","4","5","0","0","1","","","","","","","0","0","15.8","0.54"
"Tyrod Taylor","LAC","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","","","","","0","0","0",""
"Andy Dalton","CIN","1","39","37","22","1","63.9","243","0","8.86","1","0","0","0","1","","","","","","5","-4","0","0","0","","","","","","","0","0","13.3","0.34"
"Matt Ryan","ATL","1","62","50","35","0","77.8","312","1","7.51","2","0","0","2","9","","","","","","3","21","0","0","2","","","","","","","0","1","20.6","0.33"
"Matt Moore","KC","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","-1","0","0","0","","","","","","","0","0","-0.1",""
"Ryan Fitzpatrick","MIA","1","43","39","27","1","75.7","365","1","9.84","3","1","0","1","3","","","","","","3","2","0","0","0","","","","","","","1","2","25.8","0.6"
"Aaron Rodgers","GB","1","36","33","21","2","71.9","243","0","8.38","4","0","0","0","0","","","","","","3","24","0","0","0","","","","","","","0","0","28.1","0.78"
"Philip Rivers","LAC","1","32","29","20","0","74.1","265","0","7.59","2","0","0","1","3","","","","","","0","0","0","0","0","","","","","","","0","0","17.6","0.55"
"Drew Brees","NO","1","30","30","18","4","84.6","184","0","7.08","1","0","0","0","0","","","","","","1","-1","0","0","0","","","","","","","0","0","11.3","0.38"
"Tom Brady","NE","1","51","47","24","2","61.9","326","1","11.57","3","0","0","1","3","","","","","","1","13","0","0","0","","","","","","","0","1","25.3","0.5"
