"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"Derek Carr","OAK","1","34","30","26","2","96.6","291","0","4.38","1","1","1","0","3","","","","","","1","3","1","0","0","","","","","","","0","0","21.9","0.64"
"Case Keenum","WAS","1","24","22","16","1","89.5","158","0","6.89","1","0","0","0","1","","","","","","1","1","1","0","0","","","","","","","0","0","16.4","0.68"
"Kirk Cousins","MIN","1","36","31","16","1","63","122","0","8.93","1","0","0","1","5","","","","","","0","0","0","0","0","","","","","","","0","0","7.9","0.22"
"Russell Wilson","SEA","1","37","31","16","4","74.1","169","0","10.44","1","0","0","0","5","","","","","","2","2","0","0","1","","","","","","","0","0","11","0.3"
"Ryan Tannehill","TEN","1","33","27","17","2","82.6","272","0","10.52","3","1","0","0","5","","","","","","1","8","0","0","0","","","","","","","0","0","23.7","0.72"
"Tyrod Taylor","LAC","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","2","-2","0","0","0","","","","","","","0","0","-0.2",""
"Andy Dalton","CIN","1","60","56","33","1","66.7","396","1","11.39","4","0","0","0","4","","","","","","0","0","0","0","1","","","","","","","2","3","31.8","0.53"
"Brian Hoyer","IND","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","3","-2","0","0","0","","","","","","","0","0","-0.2",""
"Matt Ryan","ATL","1","47","45","32","3","83.3","384","1","9.33","1","0","0","2","1","","","","","","4","6","0","0","0","","","","","","","0","0","18","0.38"
"Matt Moore","KC","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","-1","0","0","0","","","","","","","0","0","-0.1",""
"Ryan Fitzpatrick","MIA","1","55","52","31","2","71.7","419","1","10.96","3","0","0","1","2","","","","","","5","9","0","0","0","","","","","","","0","0","28.7","0.52"
"Aaron Rodgers","GB","1","43","40","26","3","76.3","216","0","6.66","0","0","0","1","3","","","","","","3","-3","0","0","0","","","","","","","1","1","7.3","0.17"
"Philip Rivers","LAC","1","40","39","27","1","75.7","279","0","5.89","0","0","0","0","1","","","","","","0","0","0","0","0","","","","","","","0","0","11.2","0.28"
"Drew Brees","NO","1","41","38","27","2","78.4","279","0","7.38","3","1","1","0","3","","","","","","3","-3","0","0","0","","","","","","","0","0","22.9","0.56"
"Tom Brady","NE","1","34","33","26","0","89.7","271","0","5.14","1","0","0","0","0","","","","","","4","4","0","0","0","","","","","","","1","1","15.2","0.45"
