"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"Brett Hundley","ARZ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","","","","","0","0","0",""
"Sean Mannion","MIN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","","","","","0","0","0",""
"Marcus Mariota","TEN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","","","","","0","0","0",""
"Jameis Winston","TB","1","47","44","29","1","76.9","335","1","11.08","2","0","0","0","2","","","","","","2","8","0","0","1","","","","","","","0","0","22.2","0.47"
"Garrett Gilbert","CLV","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","","","","","0","0","0",""
"David Fales","NYJ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","","","","","0","0","0",""
"A.J. McCarron","HST","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","","","","","0","0","0",""
"Jimmy Garoppolo","SF","1","39","37","28","3","86.1","317","1","7.83","4","0","0","0","1","","","","","","3","2","0","0","0","","","","","","","0","0","28.9","0.74"
"Derek Carr","OAK","1","32","31","20","2","81.5","289","0","8.04","2","0","0","0","1","","","","","","0","0","0","0","0","","","","","","","0","0","19.6","0.61"
"Ryan Griffin","TB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","","","","","0","0","0",""
"Matt Barkley","BUF","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","","","","","0","0","0",""
"Mike Glennon","OAK","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","","","","","0","0","0",""
"Geno Smith","SEA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","","","","","0","0","0",""
"Kirk Cousins","MIN","1","40","38","19","2","61.8","220","0","8.76","3","0","0","0","1","","","","","","1","5","0","0","0","","","","","","","0","0","21.3","0.53"
"Russell Wilson","SEA","1","47","43","29","1","73.2","378","1","8.8","5","1","1","0","3","","","","","","1","21","0","0","0","","","","","","","1","1","37.2","0.79"
"Ryan Tannehill","TEN","1","46","39","27","1","75.7","331","1","8.76","1","0","0","2","4","","","","","","4","38","1","0","0","","","","","","","0","1","25","0.54"
"Robert Griffin III","BLT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","","","","","0","0","0",""
"Tyrod Taylor","LAC","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","","","","","0","0","0",""
"Colt McCoy","WAS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","","","","","0","0","0",""
"Brian Hoyer","IND","1","31","26","17","4","87.5","168","0","6.58","3","0","0","1","4","","","","","","1","6","0","0","1","","","","","","","0","1","18.3","0.59"
"Chase Daniel","CHI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","","","","","0","0","0",""
"Matthew Stafford","DET","1","44","41","26","0","65","406","1","11.7","3","1","1","1","2","","","","","","3","6","0","0","1","","","","","","","0","0","27.8","0.63"
"Chad Henne","KC","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","","","","","0","0","0",""
"Matt Moore","KC","1","40","35","25","0","75.8","275","0","8.82","1","1","0","0","5","","","","","","0","0","0","0","2","","","","","","","0","0","15","0.38"
"Ryan Fitzpatrick","MIA","1","42","36","24","2","78.8","288","0","10.97","3","0","0","0","4","","","","","","5","2","0","0","1","","","","","","","0","0","23.7","0.56"
"Aaron Rodgers","GB","1","39","35","23","1","72.7","161","0","9.33","1","0","0","0","3","","","","","","1","5","0","0","0","","","","","","","1","1","10.9","0.28"
"Philip Rivers","LAC","1","31","28","21","1","81.5","294","0","8.78","0","0","0","0","2","","","","","","3","0","0","0","0","","","","","","","0","0","11.8","0.38"
"Eli Manning","NYG","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","","","","","0","0","0",""
"Josh McCown","PHI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","","","","","0","0","0",""
"Tom Brady","NE","1","48","46","30","1","73.8","285","0","7.36","1","0","0","1","2","","","","","","0","0","0","0","1","","","","","","","0","0","14.4","0.3"
