"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"Derek Carr","OAK","1","32","31","21","3","85.7","189","0","6.43","2","0","0","0","1","","","","","","2","-1","0","0","1","","","","","","","0","0","15.5","0.48"
"Teddy Bridgewater","NO","1","37","30","23","2","89.3","193","0","6.04","0","0","0","1","5","","","","","","3","8","0","0","0","","","","","","","0","0","7.5","0.2"
"Matt Barkley","BUF","1","17","16","9","1","66.7","127","0","9.53","0","0","0","1","1","","","","","","0","0","0","0","1","","","","","","","0","0","4.1","0.24"
"Case Keenum","WAS","1","12","11","6","0","66.7","37","0","11.22","0","0","0","1","1","","","","","","0","0","0","0","0","","","","","","","0","0","0.5","0.04"
"Kirk Cousins","MIN","1","42","36","27","2","82.9","233","0","5.29","0","0","0","0","6","","","","","","0","0","0","0","2","","","","","","","0","1","9.3","0.22"
"Russell Wilson","SEA","1","34","28","22","0","81.5","240","0","8.63","1","0","0","0","4","","","","","","2","7","0","0","2","","","","","","","0","0","14.3","0.42"
"Tyrod Taylor","LAC","1","1","1","1","0","100","7","0","7","0","0","0","0","0","","","","","","3","-3","0","0","0","","","","","","","0","0","0","0"
"Andy Dalton","CIN","1","46","37","21","2","63.9","171","0","5.92","0","0","0","1","8","","","","","","3","8","0","0","2","","","","","","","0","0","6.6","0.14"
"Chase Daniel","CHI","1","32","30","22","0","75.9","195","0","6.52","1","0","0","0","1","","","","","","5","4","0","0","0","","","","","","","0","0","12.2","0.38"
"Matthew Stafford","DET","1","40","34","21","0","61.8","291","0","13.29","3","0","0","0","4","","","","","","2","18","0","0","1","","","","","","","0","0","25.4","0.64"
"Joe Flacco","DEN","1","38","38","22","2","75","303","1","9.03","3","0","0","1","0","","","","","","1","-1","0","0","0","","","","","","","0","0","23","0.61"
"Matt Ryan","ATL","1","60","53","35","4","81.3","397","1","8.4","0","0","0","0","5","","","","","","2","18","0","0","1","","","","","","","0","0","17.7","0.29"
"Aaron Rodgers","GB","1","59","53","34","2","73.5","422","1","7.98","2","0","0","1","1","","","","","","5","46","0","0","1","","","","","","","0","0","28.5","0.48"
"Philip Rivers","LAC","1","31","30","24","0","82.8","310","1","7.72","2","0","0","0","1","","","","","","1","0","0","0","1","","","","","","","0","0","20.4","0.66"
"Tom Brady","NE","1","39","39","18","2","60.6","150","0","8.18","0","0","0","1","0","","","","","","3","-3","0","0","0","","","","","","","0","0","4.7","0.12"
